Sale ID,Salesperson,First Name,Last Name,VIP,Date of Birth,Gender,Country,Item Quantity,Item Price,Item Colour,Item Size,Item Range,Item COGS,Item Profit,PurchaseDate
172,5,Stephen,Dyer,N,2/07/1960,M,Australia,1,14.13,COLOUR-BLUE,SIZE-S,RANGE-JACKET,11.0214,3.1086,14/12/2013
173,3,Oliver,Anthony,N,14/04/1940,M,United States,5,157.25,COLOUR-BLACK,SIZE-M,RANGE-JACKET,105.3575,51.8925,7/05/2014
174,9,Monika,Tran,N,21/02/1985,F,United States,7,19.25,COLOUR-BLUE,SIZE-S,RANGE-JACKET,11.165,8.085,30/01/2014
175,3,Camilla,Gardener,N,8/01/1968,F,United Kingdom,9,54.9,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,30.744,24.156,2/02/2014
176,2,Bulah,Jones,N,26/12/1989,F,Australia,8,568.8,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,426.6,142.2,12/01/2014
177,2,Scottie,Contreras,N,12/07/1987,M,Australia,10,350.1,COLOUR-WHITE,SIZE-M,RANGE-JACKET,297.585,52.515,8/11/2013
178,3,Greg,Kootstra,N,9/01/1948,M,New Zealand,6,26.52,COLOUR-BLUE,SIZE-L,RANGE-PANT,18.564,7.956,14/02/2014
179,8,Ewa,Duke,Y,24/12/1991,F,Australia,4,65.4,COLOUR-GREEN,SIZE-M,RANGE-JACKET,52.974,12.426,10/07/2014
180,1,Brady,Toorn,Y,13/12/1966,M,United Kingdom,7,118.65,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,65.2575,53.3925,4/05/2014
181,8,Willette,Greene,Y,29/12/1988,F,United States,3,52.62,COLOUR-WHITE,SIZE-M,RANGE-JACKET,37.8864,14.7336,10/01/2014
182,3,Rosetta,Allen,Y,5/12/1951,F,United States,10,172.7,COLOUR-BLACK,SIZE-S,RANGE-OTHER,139.887,32.813,22/08/2014
183,10,Shelba,van der Sluijs,Y,5/12/1974,F,Australia,2,53.08,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,32.3788,20.7012,30/09/2013
184,9,Kaylene,Eijben,N,5/01/1969,F,United Kingdom,3,41.94,COLOUR-WHITE,SIZE-M,RANGE-PANT,27.261,14.679,17/12/2013
185,9,Sidney,Bos,Y,18/12/1995,F,Australia,4,67.8,COLOUR-BLACK,SIZE-M,RANGE-JACKET,52.206,15.594,19/08/2014
186,2,Eugenio,Tissen,N,5/08/1962,M,United States,2,51.9,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,39.963,11.937,28/06/2014
187,6,Louie,van Steenderen,N,9/01/1982,M,United States,10,148.9,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,114.653,34.247,27/08/2014
188,9,Odis,Berger,Y,10/07/1952,M,Australia,3,12.42,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,9.1908,3.2292,13/03/2014
189,5,Frances,Broers,N,24/07/1960,M,New Zealand,4,48.88,COLOUR-WHITE,SIZE-M,RANGE-PANT,29.8168,19.0632,15/04/2014
190,9,Ellena,Talley,Y,19/09/1967,F,New Zealand,8,66.56,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,39.2704,27.2896,25/09/2014
191,4,Bud,Marsdag,Y,24/10/1954,M,New Zealand,5,200,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,134,66,15/09/2014
192,10,Isidro,van Winzum,N,18/05/1938,M,United States,9,169.92,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,81.5616,88.3584,16/02/2014
193,9,Paula,Wilkins,Y,15/04/1952,F,Australia,8,16.4,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,12.464,3.936,15/04/2014
194,10,Rolland,Veerman,Y,6/04/1985,M,United States,1,20.06,COLOUR-BLUE,SIZE-L,RANGE-OTHER,17.051,3.009,25/09/2014
195,1,Abe,Davila,N,7/06/1972,M,United States,8,163.68,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,104.7552,58.9248,20/02/2014
196,10,Caren,Prins,N,19/09/1971,F,New Zealand,5,188.55,COLOUR-GREEN,SIZE-XL,RANGE-PANT,96.1605,92.3895,1/12/2013
197,1,Gustavo,Rivas,Y,25/03/1970,M,Australia,3,69.39,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,37.4706,31.9194,26/11/2013
198,7,Salley,Hampton,N,2/05/1989,F,Australia,8,96.48,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,79.1136,17.3664,6/08/2014
199,4,Donnell,Johnston,N,24/12/1942,M,United States,8,277.84,COLOUR-WHITE,SIZE-L,RANGE-JACKET,205.6016,72.2384,5/07/2014
200,10,Tyrell,Buckner,Y,19/01/1991,M,United Kingdom,4,43.8,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,29.784,14.016,1/05/2014
201,1,Daysi,Calderon,Y,6/05/1948,F,United States,9,79.2,COLOUR-GREEN,SIZE-M,RANGE-PANT,61.776,17.424,6/03/2014
202,7,Classie,Summers,Y,7/10/1943,F,United States,9,142.56,COLOUR-BLACK,SIZE-M,RANGE-OTHER,91.2384,51.3216,25/06/2014
203,3,Chanelle,Goudriaan,Y,23/12/1966,F,United States,4,56.96,COLOUR-BLACK,SIZE-L,RANGE-PANT,49.5552,7.4048,2/06/2014
204,10,Reed,Vernede,N,2/02/1936,M,United Kingdom,9,746.64,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,485.316,261.324,15/07/2014
205,3,Ryan,Davis,N,21/11/1978,M,United States,4,47.24,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,32.5956,14.6444,24/03/2014
206,1,Chuck,Stone,Y,10/02/1953,M,Australia,6,127.08,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,71.1648,55.9152,8/02/2014
207,5,Vannessa,Dale,N,27/04/1993,F,New Zealand,7,51.73,COLOUR-BLACK,SIZE-L,RANGE-OTHER,32.0726,19.6574,26/06/2014
208,9,Terrell,Roy,N,20/01/1964,M,United States,8,418.48,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,259.4576,159.0224,24/01/2014
209,4,Sylvie,Stanton,N,8/11/1996,F,United Kingdom,6,111.84,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,93.9456,17.8944,28/09/2014
210,6,Clyde,Saunders,Y,19/03/1971,M,United Kingdom,2,25.66,COLOUR-BLUE,SIZE-L,RANGE-PANT,15.396,10.264,5/11/2013
211,1,Laurette,van den Berg,N,8/06/1993,F,United Kingdom,4,241.44,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,190.7376,50.7024,2/08/2014
212,4,Joshua,Bender,N,18/01/1945,M,Australia,6,490.56,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,269.808,220.752,20/01/2014
213,4,Weldon,Golden,Y,21/09/1988,M,United Kingdom,1,3.86,COLOUR-BLACK,SIZE-S,RANGE-OTHER,2.5862,1.2738,15/03/2014
214,10,Izola,Manning,N,7/05/1949,F,Australia,9,359.91,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,212.3469,147.5631,24/11/2013
215,10,Lana,Yoder,N,14/04/1980,F,United Kingdom,8,47.92,COLOUR-GREEN,SIZE-S,RANGE-PANT,37.8568,10.0632,20/07/2014
216,8,Burton,Serrano,Y,29/08/1985,M,New Zealand,2,37,COLOUR-WHITE,SIZE-L,RANGE-JACKET,29.97,7.03,16/12/2013
217,4,Ramiro,Roberts,Y,5/03/1938,M,New Zealand,2,13.24,COLOUR-WHITE,SIZE-S,RANGE-OTHER,10.9892,2.2508,23/02/2014
218,3,Eldon,van Welderen,N,13/12/1951,M,Australia,1,122.34,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,105.2124,17.1276,20/08/2014
219,7,Bethanie,House,N,21/05/1958,F,Australia,5,6,COLOUR-BLUE,SIZE-XL,RANGE-PANT,4.62,1.38,31/07/2014
220,6,Rogelio,van Viegen,Y,25/12/1966,M,New Zealand,1,0.85,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,0.714,0.136,10/11/2013
221,10,Benny,Denhartog,Y,24/12/1958,M,United States,4,31.96,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,24.9288,7.0312,8/07/2014
222,5,Robby,Silva,N,3/04/1944,M,United Kingdom,4,519.96,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,447.1656,72.7944,14/11/2013
223,10,Lucas,Goes,N,29/12/1938,M,United States,9,159.12,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,77.9688,81.1512,17/07/2014
224,6,Mayola,Li,N,20/11/1991,F,United Kingdom,6,179.4,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,80.73,98.67,21/12/2013
225,10,Virgina,Fowler,Y,18/11/1946,F,United States,4,108.48,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,82.4448,26.0352,27/06/2014
226,8,Irvin,Salazar,Y,21/10/1970,M,New Zealand,2,16.72,COLOUR-GREEN,SIZE-M,RANGE-JACKET,7.6912,9.0288,3/08/2014
227,2,Lon,Walsh,N,20/08/1992,M,New Zealand,5,44.75,COLOUR-WHITE,SIZE-L,RANGE-JACKET,22.375,22.375,15/08/2014
228,10,Chrystal,Mercer,Y,6/01/1946,F,United Kingdom,3,100.92,COLOUR-GREEN,SIZE-M,RANGE-PANT,82.7544,18.1656,29/12/2013
229,8,Robbyn,de Wolf,Y,11/03/1956,F,United States,6,80.4,COLOUR-BLACK,SIZE-S,RANGE-OTHER,48.24,32.16,8/07/2014
230,3,Dorsey,Ferguson,Y,16/05/1975,M,United States,3,13.83,COLOUR-BLUE,SIZE-L,RANGE-PANT,9.8193,4.0107,29/03/2014
231,6,Manuela,Joyner,N,12/12/1961,F,New Zealand,7,27.93,COLOUR-BLUE,SIZE-M,RANGE-JACKET,16.1994,11.7306,15/12/2013
232,5,Candy,Wermeskerken,N,25/07/1989,F,Australia,1,25.25,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,13.3825,11.8675,14/08/2014
233,10,Damion,Dotson,Y,27/11/1954,M,Australia,5,11.95,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,9.56,2.39,14/02/2014
234,8,Winfred,van Leersum,Y,9/05/1945,M,United Kingdom,6,21.84,COLOUR-GREEN,SIZE-S,RANGE-JACKET,14.8512,6.9888,3/06/2014
235,4,Trinh,Burgess,Y,12/11/1955,F,United States,4,329.96,COLOUR-WHITE,SIZE-M,RANGE-PANT,247.47,82.49,26/10/2013
236,3,Dalia,Callahan,Y,4/03/1941,F,Australia,10,110.2,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,72.732,37.468,14/07/2014
237,7,Pearle,Dorsey,Y,7/08/1961,F,United States,6,16.26,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,12.3576,3.9024,4/11/2013
238,5,Cary,van Ooyen,Y,5/05/1972,M,Australia,7,148.26,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,94.8864,53.3736,6/12/2013
239,5,Janette,Hijbertsz,N,24/12/1949,F,United Kingdom,5,72.05,COLOUR-BLUE,SIZE-M,RANGE-OTHER,43.23,28.82,27/07/2014
240,10,Russ,Fitzpatrick,Y,15/07/1958,M,New Zealand,9,417.6,COLOUR-BLUE,SIZE-S,RANGE-PANT,329.904,87.696,10/04/2014
241,1,Garfield,Callander,Y,21/09/1949,M,United Kingdom,2,105.78,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,55.0056,50.7744,1/01/2014
242,6,Lona,Vermaak,N,4/07/1954,F,Australia,1,11.5,COLOUR-WHITE,SIZE-L,RANGE-PANT,8.855,2.645,3/07/2014
243,10,Gina,Pate,Y,22/03/1990,F,United States,5,487,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,423.69,63.31,14/12/2013
244,5,Tama,Cooll,N,22/01/1976,F,United States,6,215.7,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,179.031,36.669,16/09/2014
245,7,Dave,Blackburn,Y,8/04/1973,M,United Kingdom,2,22.3,COLOUR-BLACK,SIZE-L,RANGE-OTHER,12.934,9.366,16/09/2014
246,10,Lucrecia,Franse,Y,26/01/1979,F,Australia,5,100.15,COLOUR-WHITE,SIZE-M,RANGE-JACKET,54.081,46.069,1/09/2014
247,4,Jacob,Moyer,N,4/06/1968,M,Australia,5,165.5,COLOUR-BLACK,SIZE-S,RANGE-PANT,86.06,79.44,15/01/2014
248,8,Lashay,Whitney,N,22/03/1941,F,Australia,3,120.03,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,58.8147,61.2153,4/03/2014
249,10,Steve,van Everdingen,N,29/04/1993,M,New Zealand,6,22.14,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,11.7342,10.4058,12/02/2014
250,9,Courtney,de Vries,N,25/08/1964,M,New Zealand,10,215,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,131.15,83.85,1/12/2013
251,5,Eve,Baerents,N,19/09/1943,F,United States,9,342,COLOUR-GREEN,SIZE-L,RANGE-PANT,157.32,184.68,16/03/2014
252,10,Chet,Rijckx,Y,4/08/1980,M,New Zealand,10,288.1,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,172.86,115.24,18/05/2014
253,4,Reid,Richards,Y,24/08/1941,M,United States,7,13.23,COLOUR-WHITE,SIZE-L,RANGE-JACKET,7.1442,6.0858,7/07/2014
254,2,Heath,Nel,Y,16/12/1950,M,United Kingdom,8,356,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,302.6,53.4,18/03/2014
255,6,Rudolf,Abbott,N,24/09/1991,M,United Kingdom,4,589.92,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,489.6336,100.2864,30/10/2013
256,10,Karina,Nguyen,N,14/03/1967,F,United States,9,347.4,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,281.394,66.006,19/02/2014
257,9,Earl,van Ede,N,26/06/1964,M,United Kingdom,6,664.98,COLOUR-WHITE,SIZE-L,RANGE-JACKET,332.49,332.49,11/04/2014
258,5,Charles,Vang,N,12/11/1940,F,New Zealand,6,154.2,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,114.108,40.092,13/02/2014
259,9,Temeka,Otto,Y,22/11/1984,F,Australia,2,193.64,COLOUR-BLACK,SIZE-S,RANGE-OTHER,135.548,58.092,24/11/2013
260,4,Marry,Norman,Y,31/01/1959,F,United Kingdom,1,5.49,COLOUR-BLACK,SIZE-XL,RANGE-PANT,4.5018,0.9882,29/06/2014
261,5,Willa,Byrd,N,14/10/1937,F,United States,2,34.96,COLOUR-GREEN,SIZE-S,RANGE-PANT,23.7728,11.1872,25/09/2013
262,8,Jame,Tyler,N,5/06/1938,F,Australia,4,74.08,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,43.7072,30.3728,21/04/2014
263,3,Miyoko,Juarez,N,17/01/1946,F,United States,2,14.2,COLOUR-GREEN,SIZE-S,RANGE-PANT,9.798,4.402,29/07/2014
264,4,Lillia,Barajas,N,25/02/1981,F,New Zealand,5,240.15,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,110.469,129.681,27/12/2013
265,9,Chante,Burt,N,9/02/1951,F,Australia,5,17.45,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,12.913,4.537,10/05/2014
266,3,Jake,Buddingh,Y,9/08/1973,M,Australia,8,192,COLOUR-GREEN,SIZE-XL,RANGE-PANT,126.72,65.28,27/02/2014
267,2,Man,Hendriks,Y,16/12/1968,M,Australia,9,109.98,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,85.7844,24.1956,15/05/2014
268,3,Tony,Nixon,Y,8/02/1971,F,United Kingdom,8,13.52,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,10.816,2.704,15/07/2014
269,7,Takisha,Mccarthy,Y,17/09/1949,F,Australia,6,513.36,COLOUR-WHITE,SIZE-M,RANGE-PANT,246.4128,266.9472,28/05/2014
270,10,Denna,Fernandez,N,31/03/1944,F,Australia,3,123,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,107.01,15.99,4/09/2014
271,6,Enoch,Zeeman,N,31/07/1972,M,United Kingdom,3,145.77,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,126.8199,18.9501,23/08/2014
272,10,Richard,de Prijs,N,14/06/1976,M,United States,9,348.75,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,195.3,153.45,5/03/2014
273,9,Luci,de Leeuw,N,20/05/1991,F,United Kingdom,10,119.9,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,74.338,45.562,13/07/2014
274,2,Nickolas,Cotton,Y,8/06/1976,M,Australia,2,93.14,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,54.0212,39.1188,12/03/2014
275,2,Boris,Verhoef,Y,1/05/1974,M,United States,1,33.79,COLOUR-GREEN,SIZE-L,RANGE-OTHER,22.3014,11.4886,17/10/2013
276,6,Katherina,Duran,Y,24/11/1967,F,United Kingdom,8,37.44,COLOUR-BLACK,SIZE-S,RANGE-JACKET,23.2128,14.2272,19/06/2014
277,9,Arminda,Dool,Y,16/12/1989,F,United States,1,33.1,COLOUR-WHITE,SIZE-S,RANGE-JACKET,17.874,15.226,30/03/2014
278,5,Mittie,Konijn,Y,30/06/1946,F,Australia,2,7.58,COLOUR-BLACK,SIZE-M,RANGE-OTHER,5.4576,2.1224,19/03/2014
279,1,Angelika,Knechtjes,N,14/10/1986,F,United Kingdom,3,179.85,COLOUR-WHITE,SIZE-M,RANGE-OTHER,129.492,50.358,30/11/2013
280,4,Cristobal,Fisher,N,5/03/1941,M,United States,3,58.47,COLOUR-BLACK,SIZE-M,RANGE-OTHER,38.5902,19.8798,4/05/2014
281,8,Tyson,Marsdag,N,15/05/1974,M,New Zealand,3,6,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,4.44,1.56,18/07/2014
282,9,Marion,Richmond,Y,16/09/1985,F,United Kingdom,6,240,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,163.2,76.8,24/06/2014
283,9,Albina,Woodard,Y,13/12/1958,F,United Kingdom,2,115.84,COLOUR-BLACK,SIZE-M,RANGE-OTHER,91.5136,24.3264,28/11/2013
284,7,Virgil,Hanna,Y,6/08/1976,M,New Zealand,5,7.8,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,5.226,2.574,5/12/2013
285,9,Avelina,Adenrock,N,4/05/1954,F,Australia,2,25.92,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,20.9952,4.9248,16/06/2014
286,1,Ignacio,Zwanenburg,Y,27/02/1953,M,United Kingdom,7,150.5,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,129.43,21.07,19/08/2014
287,7,Erik,Yang,Y,3/02/1970,M,United States,2,1.7,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,1.343,0.357,16/10/2013
288,10,Ty,Meza,Y,22/04/1951,M,United States,3,6.54,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,4.9704,1.5696,12/02/2014
289,5,Viviana,Brenk,N,28/03/1972,F,Australia,4,13.56,COLOUR-BLACK,SIZE-L,RANGE-OTHER,7.7292,5.8308,11/09/2014
290,9,Alvaro,Kox,Y,20/03/1982,M,New Zealand,1,5.97,COLOUR-BLACK,SIZE-S,RANGE-OTHER,3.8208,2.1492,12/08/2014
291,1,Eric,Rouffaer,Y,22/05/1968,M,New Zealand,3,2.4,COLOUR-BLUE,SIZE-S,RANGE-OTHER,1.44,0.96,17/09/2014
292,3,Shad,Plateel,N,3/12/1976,M,New Zealand,1,1.57,COLOUR-BLACK,SIZE-M,RANGE-OTHER,1.1775,0.3925,25/04/2014
293,4,Melani,Sweet,Y,10/02/1991,F,Australia,9,196.2,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,115.758,80.442,12/09/2014
294,8,Jenny,Ratliff,Y,10/02/1952,F,Australia,6,119.7,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,55.062,64.638,26/10/2013
295,3,Frank,Kok,N,17/12/1980,M,United Kingdom,6,159.54,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,86.1516,73.3884,10/02/2014
296,10,Buster,Morris,Y,21/08/1952,M,Australia,5,479.4,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,234.906,244.494,23/03/2014
297,9,Forest,Jackson,Y,31/03/1996,M,United Kingdom,7,20.93,COLOUR-GREEN,SIZE-L,RANGE-OTHER,15.6975,5.2325,27/02/2014
298,10,Rick,Hays,N,24/09/1988,M,New Zealand,5,37.45,COLOUR-GREEN,SIZE-M,RANGE-PANT,23.5935,13.8565,3/03/2014
299,2,Javier,Rowe,N,20/03/1964,M,New Zealand,4,170.12,COLOUR-GREEN,SIZE-M,RANGE-OTHER,102.072,68.048,18/07/2014
300,6,Luvenia,Guerrero,Y,6/07/1953,F,New Zealand,1,0.53,COLOUR-BLACK,SIZE-L,RANGE-OTHER,0.2491,0.2809,28/03/2014
301,10,Shakita,Moon,Y,28/02/1953,F,New Zealand,10,119.6,COLOUR-GREEN,SIZE-XL,RANGE-PANT,60.996,58.604,7/02/2014
302,7,Vaughn,Shaffer,N,7/06/1944,M,New Zealand,7,398.23,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,346.4601,51.7699,28/07/2014
303,3,Pat,Wright,Y,17/07/1988,M,United Kingdom,7,248.29,COLOUR-GREEN,SIZE-M,RANGE-PANT,156.4227,91.8673,21/07/2014
304,4,Shaunte,de Blanck,N,28/12/1995,F,New Zealand,9,69.39,COLOUR-WHITE,SIZE-M,RANGE-JACKET,35.3889,34.0011,1/08/2014
305,2,Sandi,Tjerks,N,13/07/1946,F,United Kingdom,1,11.98,COLOUR-BLACK,SIZE-L,RANGE-OTHER,9.2246,2.7554,29/04/2014
306,1,Ray,Pfeil,Y,22/04/1967,M,United Kingdom,6,23.34,COLOUR-GREEN,SIZE-XL,RANGE-PANT,18.4386,4.9014,21/08/2014
307,4,Ulysses,Heemskerck,N,2/08/1990,M,United Kingdom,1,34,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,15.64,18.36,17/11/2013
308,1,Adolph,Otterspoor,N,18/01/1955,M,United States,4,71.84,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,44.5408,27.2992,29/12/2013
309,3,Tobias,Roy,Y,10/12/1972,M,United Kingdom,10,223.2,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,140.616,82.584,27/10/2013
310,7,Tommie,Vang,N,6/05/1993,M,New Zealand,5,225,COLOUR-BLACK,SIZE-L,RANGE-JACKET,123.75,101.25,18/01/2014
311,7,Chad,Maynard,Y,18/12/1949,M,United States,2,67.8,COLOUR-BLACK,SIZE-XL,RANGE-PANT,46.782,21.018,14/04/2014
312,2,Douglass,Watts,Y,25/07/1991,M,New Zealand,7,65.8,COLOUR-BLUE,SIZE-L,RANGE-OTHER,35.532,30.268,24/09/2013
313,5,Fran,Hill,Y,10/04/1942,F,United Kingdom,5,129.95,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,87.0665,42.8835,9/07/2014
314,1,Sanford,Leon,Y,5/08/1994,M,United Kingdom,6,22.74,COLOUR-BLACK,SIZE-M,RANGE-PANT,17.7372,5.0028,31/10/2013
315,5,Venita,Ferdinandus,Y,8/04/1956,F,New Zealand,10,136.4,COLOUR-GREEN,SIZE-L,RANGE-PANT,64.108,72.292,15/10/2013
316,5,Pat,van Rossem,N,7/10/1935,M,United States,3,13.56,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,9.6276,3.9324,4/01/2014
317,8,Dionna,Adriaen,N,23/09/1968,F,United States,5,65.85,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,52.68,13.17,25/04/2014
318,10,Carmine,Winkel,Y,25/04/1949,M,New Zealand,2,32.72,COLOUR-BLUE,SIZE-S,RANGE-PANT,22.5768,10.1432,4/06/2014
319,3,Miguel,van Viegen,N,2/10/1937,M,Australia,7,336.77,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,269.416,67.354,5/10/2013
320,9,Rae,van den Treek,Y,18/03/1952,F,New Zealand,1,52.83,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,24.8301,27.9999,27/07/2014
321,4,Javier,van Voorne,Y,5/02/1991,M,New Zealand,6,11.94,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,6.9252,5.0148,9/02/2014
322,7,Pasquale,Klaasz,N,6/02/1953,M,United Kingdom,1,31.46,COLOUR-BLACK,SIZE-S,RANGE-OTHER,17.303,14.157,15/05/2014
323,8,Jeffery,Ballard,Y,13/05/1938,M,United States,9,198.54,COLOUR-GREEN,SIZE-XL,RANGE-PANT,113.1678,85.3722,13/05/2014
324,4,Wenona,Maertens,Y,7/10/1988,F,Australia,5,19.95,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,12.9675,6.9825,4/02/2014
325,4,Maude,Castaneda,Y,6/01/1991,F,New Zealand,4,65.96,COLOUR-BLUE,SIZE-S,RANGE-PANT,57.3852,8.5748,18/10/2013
326,6,Kymberly,Schmitt,Y,28/06/1961,F,United States,6,270,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,172.8,97.2,3/09/2014
327,8,Dwight,Burks,Y,9/05/1970,M,New Zealand,7,186.76,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,155.0108,31.7492,13/08/2014
328,2,Nathan,Westerveld,N,22/09/1977,M,Australia,10,472.5,COLOUR-WHITE,SIZE-L,RANGE-OTHER,321.3,151.2,21/11/2013
329,10,Kirk,Zwart,Y,17/06/1965,M,United Kingdom,6,14.1,COLOUR-WHITE,SIZE-L,RANGE-PANT,9.306,4.794,16/03/2014
330,8,Josue,Heuff,Y,28/07/1968,M,Australia,2,9.44,COLOUR-BLUE,SIZE-S,RANGE-OTHER,5.9472,3.4928,31/03/2014
331,10,Norris,Ramos,N,16/11/1996,M,New Zealand,2,42.36,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,23.298,19.062,1/02/2014
332,3,Krysta,Delaney,Y,20/08/1996,F,United Kingdom,8,130.64,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,113.6568,16.9832,28/06/2014
333,7,Krystle,Gamble,Y,22/09/1987,F,United Kingdom,8,659.92,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,494.94,164.98,4/08/2014
334,1,Harrison,Valenzuela,N,2/12/1938,M,Australia,5,79.65,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,43.011,36.639,11/03/2014
335,9,Alysha,Herring,N,19/09/1993,F,United States,1,2.99,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,2.2425,0.7475,29/04/2014
336,6,Earl,Colon,N,14/09/1937,M,United States,10,258.2,COLOUR-BLACK,SIZE-L,RANGE-JACKET,162.666,95.534,8/06/2014
337,1,Lenora,Booker,N,19/02/1940,F,New Zealand,10,9.5,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,5.13,4.37,26/05/2014
338,4,Kathryn,Hartman,N,25/05/1984,F,Australia,9,235.62,COLOUR-BLACK,SIZE-S,RANGE-OTHER,146.0844,89.5356,17/07/2014
339,6,Cleta,Bryant,N,11/02/1988,F,Australia,1,1.45,COLOUR-BLACK,SIZE-M,RANGE-PANT,0.986,0.464,17/10/2013
340,2,Olivia,Black,Y,27/12/1939,F,United Kingdom,3,14.16,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,9.6288,4.5312,1/11/2013
341,2,Reuben,Wolfe,N,7/05/1992,M,United Kingdom,10,807.1,COLOUR-BLACK,SIZE-L,RANGE-PANT,613.396,193.704,20/10/2013
342,9,Glenn,Cooley,N,6/11/1996,M,New Zealand,5,41.8,COLOUR-WHITE,SIZE-S,RANGE-PANT,20.9,20.9,2/09/2014
343,3,Jacklyn,Richards,N,7/01/1975,F,United States,9,1081.8,COLOUR-BLUE,SIZE-XL,RANGE-PANT,670.716,411.084,26/11/2013
